id,ingredients,nutrition,ingredients_viewmore,saturated,sugar,sodium,energy,Protein
288,Pecans (100%),"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2973kJ  Approx.892kJ Protein Approx.9.8g  Approx.2.9g Fat, total Approx.71.9g  Approx.21.6g – saturated Approx.4.5g  Approx.1.4g Carbohydrate Approx.4.9g  Approx.1.5g – sugars Approx.4.3g  Approx.1.3g Sodium Approx.3mg  Approx.0.9mg",null,Approx.4.5g,Approx.4.3g,Approx.3mg,Approx.2973kJ,Approx.9.8g
289,"Milk Chocolate (77%) [Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifier (322 (Soy), 476), Natural Flavour], Marshmallow (11%) [Sugar, Glucose Syrup, Invert Syrup, Water, Gelatine, Natural Flavour, Corn Starch (Maize)], Peanuts (8%), Toasted Coconut (4%), Milk Chocolate contains a minimum 31% Cocoa Solids and a minimum 24% Milk Solids","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2130kJ  Approx.534kJ Protein Approx.7.7g  Approx.1.9g Fat, total Approx.29.9g  Approx.7.5g – saturated Approx.17.6g  Approx.4.4g Carbohydrate Approx.53.8g  Approx.13.4g – sugars Approx.51.7g  Approx.12.9g Sodium Approx.69mg  Approx.17mg",null,Approx.17.6g,Approx.51.7g,Approx.69mg,Approx.2130kJ,Approx.7.7g
290,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx. 1450kJ  Approx. 363kJ Protein Approx. 6.6g  Approx. 1.7g Fat, total Approx. 0.1g  Approx. 0.1g – saturated Approx. 0.1g  Approx. 0.1g Carbohydrate Approx. 77.4g  Approx. 19.4g – sugars Approx. 47.2g  Approx. 11.8g Sodium Approx. 10mg  Approx. 5mg","Glucose Syrup (from Wheat and/or Corn), Sugar, Gelatine, Dextrose Syrup (from Wheat and/or Corn), Acidity Regulator (Citric Acid, Tartaric Acid, Malic Acid), Fruit Vegetable and Plant Concentrate (Spirulina, Apple, Safflower, Carrot, Bilberry, Radish, Lemon, Sweet Potato, Blackcurrant), Flavours, Glazing Agents (White and Yellow Beeswax, Carnauba Wax), Invert Sugar Syrup View more",Approx. 0.1g,Approx. 47.2g,Approx. 10mg,Approx. 1450kJ,Approx. 6.6g
291,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin), Vanilla.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2530kJ  506kJ Protein 6.9g  1.4g Fat, total 48.0g  9.6g – saturated 29.0g  5.8g Carbohydrate 33.0g  6.6g – sugars 29.0g  5.8g Sodium 20mg  4mg",null,29.0g,29.0g,20mg,2530kJ,6.9g
292,"Whole Grain Rye Flour (68%), Toasted Grains and Seeds (16%) (Buckwheat, Brown Linseed, Kibbled Soya, Sesame Seeds, Kibbled Rye), Rye Bran (15%), Salt.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1490kJ  314kJ Protein 12.8g  2.7g Fat, total 5.1g  1.1g – saturated 0.7g  0.2g Carbohydrate 55.7g  11.7g – sugars 3.7g  0.8g Sodium 240mg  50mg",null,0.7g,3.7g,240mg,1490kJ,12.8g
293,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2080kj  625kj Protein 8.1g  2.4g Fat, total 26.3g  7.9g – saturated 2.7g  0.8g Carbohydrate 55.6g  16.7g – sugars 6.3g  1.9g Sodium 992mg  298mg","BBQ Toasted Corn [Corn (81%), High Oleic Oil, Salt, Sugar, Dehydrated vegetables, Spices, Yeast Extract, Natural Flavours, Colour (Paprika Extract), Torula Yeast, Anti caking agent (E551)], Soy Crisps [Wheat Starch, Sunflower Oil, Soybean Solids (18%), Sugar, Vegetable Powders (Onion, Garlic), Sea Salt, Barley Malt Extract, Soy Sauce Powder(Soy, Wheat), Mustard Powder, Chive Flakes, Yeast Extract, Flavour, Spices], Salted Cashews (20%) [Cashews, Salt, Sunflower Oil]. View more",2.7g,6.3g,992mg,2080kj,8.1g
294,"Noodles (Yellow Peas, Chick Peas, Sunflower and/or Canola Oil, Rice, Potato, Tapioca, Salt, Sesame Seeds, Cumin), Rice Crackers (23%) (Rice, Soy Sauce, Sugar, Tapioca, Sesame, Seaweed, Chilli), Green Peas, Peanuts, Chick Peas, Sultanas, Sunflower and/or Canola Oil, Salt, Spices (Turmeric, Chilli, Paprika), Maltodextrin, Sugar, Vegetable Powder.",null,null,null,null,null,null,null
295,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1690kJ  370kJ Protein 3.8g  0.8g Fat, total 8g  1.8g – saturated 3.5g  0.8g Carbohydrate 77.7g  17.1g – sugars 35.9g  7.9g Sodium 250mg  55mg","Rice  (41%)(rice, sugar, salt, barley malt extract, antioxidant [rosemary extract]), glucose, fructose, invert syrup, vegetable oils (antioxidant [tocopherols]), sugar, sprinkle (5%)(sugar, vegetable fat, potato starch, rice flour, corn starch, natural colours [100, 163], natural flavour), glucose solids, cocoa (2%), milk solids, humectant (glycerol), gelatin, emulsifiers (soy lecithin, 472e), salt, natural flavour. View more",3.5g,35.9g,250mg,1690kJ,3.8g
296,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy Approx.2060kJ  Approx.720kJ Protein Approx.4.6g  Approx.1.6g Fat, total Approx.20.1g  Approx.7g – saturated Approx.11.9g  Approx.4.2g Carbohydrate Approx.72.1g  Approx.25.2g – sugars Approx.64.5g  Approx.22.6g Sodium Approx.60mg  Approx.21mg","Milk Chocolate (58%) (Sugar, Full Cream  M  Ilk  Powder, Cocoa Butter, Cocoa Mass, Vegetable Fat [Emulsifier ( Soy  Lecithin)], Emulsifiers ( Soy  Lecithin, 476), Flavour), Peppermint Cracknel (42%) (Sugar, Glucose Syrup (Derived from  W  Heat  Or Corn), Vegetable Fat,   Peppermint Oil, Colour (141), Emulsifier ( Soy  Lecithin),    Wheat    Flour).         Contains Milk, Wheat and Soy.       May Contain Peanuts and Tree Nuts.     Milk Chocolate Contains Minimum 22% Cocoa Solids and 25% Milk Solids. View more",Approx.11.9g,Approx.64.5g,Approx.60mg,Approx.2060kJ,Approx.4.6g
297,"Rice (91%), Vegetable Oil (Antioxidants (E307b)), Sugar, Salt, Tomato Powder, Gluten Free Soy Sauce Powder (Hydrolysed Wheat), Flavour, Flavour Enhancers (627, E631), Colour (Paprika Oleoresin).","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1680kJ  420kJ Protein 7.0g  1.8g Fat, total 3.5g  0.9g – saturated 1.7g  0.4g Carbohydrate 84.1g  21.0g – sugars 2.9g  0.7g Sodium 363mg  91mg",null,1.7g,2.9g,363mg,1680kJ,7.0g
298,"Savoury crackers with vanilla flavoured creme (30%).
Wheat flour, Vegetable oil (contains Antioxidants (307, 304)), Sugar, Fructose Syrup, Salt, Cornstarch, Raising Agents (500, 341, 503), Emulsifier (Soy Lecithin), Flavour.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2180kJ  587kJ Protein 4.6g  1.2g Fat, total 27.0g  7.3g – saturated 12.4g  3.3g Carbohydrate 63.5g  17.1g – sugars 25.0g  6.8g Sodium 308mg  83mg",null,12.4g,25.0g,308mg,2180kJ,4.6g
299,"Sugar, Hydrogenated Palm Kernel Oil, Whey Powder (Milk), Glucose Syrup, Invert Sugar Syrup, Cocoa Powder, Emulsifier (Soya Lecithin, Polyglycerol Polyricinoleate, Sorbitan Tristearate), Flavouring, Peppermint Oil.","Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 1910kJ  572kJ Protein 3.2g  1.0g Fat, total 14.6g  4.4g – saturated 12.9g  3.9g Carbohydrate 75.0g  22.5g – sugars 65.2g  19.6g Sodium 93mg  28mg",null,12.9g,65.2g,93mg,1910kJ,3.2g
300,null,"Nutrition Avg Qty Per 100g  Avg Qty Per Serving Energy 2070kJ  829kJ Protein 25.6g  10.2g Fat, total 25.5g  10.2g – saturated 9.1g  3.6g Carbohydrate 39.2g  15.7g – sugars 14.9g  6.0g Sodium 138mg  55mg","Nuts (Peanuts 17%, Cashews 10%), Soy Protein Blend (Soy Protein Crisps [Isolated Soy Protein, Tapioca Starch, Salt], Soy Protein Powder [Soy Lecithin]), Glucose, Seeds 9% (Sunflower Seeds, Pepitas, Sesame Seeds), Yoghurt Compound 9% (Sugar, Vegetable Oil, Milk Solids, Yoghurt Powder 4%, Emulsifier [Sunflower Lecithin], Food Acid [330], Natural Coconut Flavour), Coconut 7%, Honey, Sunflower Oil, Natural Coconut Flavour. View more",9.1g,14.9g,138mg,2070kJ,25.6g
